Provide the location of messagelog to calculate delays from
Provide the location of sent_messagelog|0|0|0|0|0
535|2606|0|2|2|0
536|3433|2|2|4|2
537|3073|2|1|3|2
538|2490|1|2|2|0
539|2584|0|2|2|0
540|2472|1|1|2|1
541|4696|3|2|5|3
542|4793|1|4|5|1
543|2462|1|1|2|1
544|2529|1|2|3|1
545|2581|1|2|3|1
546|3060|2|1|3|2
547|2463|0|2|2|0
548|3035|1|2|3|1
549|3326|2|2|4|2
550|2716|0|2|2|0
551|3142|1|2|3|1
552|2511|1|1|2|1
553|2439|0|3|3|0
554|2648|1|2|3|1
555|3269|2|1|3|2
556|2622|1|2|3|1
557|3572|2|2|4|2
558|2447|1|1|2|1
559|2545|1|1|2|1
560|3147|1|2|3|1
561|2736|1|1|2|1
562|2915|1|2|3|1
563|4761|3|2|5|3
564|2531|1|2|2|0
565|2481|0|2|2|0
566|2475|1|2|2|0
567|2998|2|1|3|2
568|2577|1|2|3|1
569|2663|0|2|2|0
570|2556|1|1|2|1
571|3409|2|1|3|2
572|3063|1|2|3|1
573|2473|1|2|3|1
574|3258|2|2|3|1
575|2519|0|2|2|0
576|2526|1|1|2|1
577|2488|0|2|2|0
578|3151|2|2|4|2
579|3390|3|1|3|2
580|2596|1|1|2|1
581|2488|2|1|2|1
582|2491|1|1|2|1
583|2518|1|2|3|1
584|3000|2|1|3|2
585|2488|2|1|3|2
586|2543|1|2|3|1
587|2490|1|2|3|1
588|3413|2|1|3|2
589|6219|2|4|6|2
590|2571|1|2|3|1
591|2512|1|1|2|1
592|2926|2|1|2|1
593|2596|1|1|2|1
594|3316|2|1|3|2
595|2595|2|1|3|2
596|2467|1|2|3|1
597|2450|0|2|2|0
598|3733|2|1|3|2
599|2494|1|1|2|1
600|2444|1|2|2|0
601|2612|1|2|3|1
602|3591|2|1|3|2
603|2643|1|2|3|1
604|2494|1|1|2|1
605|2736|1|2|3|1
606|2442|1|1|2|1
607|3134|2|2|4|2
608|2449|0|2|2|0
609|3333|2|2|4|2
610|2435|1|1|2|1
611|3944|2|2|4|2
612|3202|1|2|3|1
613|4233|3|1|4|3
614|2536|1|1|2|1
615|3753|2|2|4|2
616|2482|1|2|3|1
617|2463|1|1|2|1
618|2494|1|2|3|1
619|2489|1|2|3|1
620|2937|2|1|3|2
621|2905|2|1|2|1
622|2450|1|2|3|1
623|3246|2|2|4|2
624|3049|1|2|3|1
625|3222|1|2|3|1
626|3086|1|2|3|1
627|2454|1|1|2|1
628|2466|1|1|2|1
629|3103|2|1|3|2
630|2488|1|2|3|1
631|2705|1|1|2|1
632|2504|0|2|2|0
633|2587|0|2|2|0
634|2563|1|1|2|1
635|2825|1|2|3|1
636|3470|2|2|3|1
637|3335|2|1|3|2
638|3241|1|2|3|1
639|2508|1|1|2|1
640|2467|1|1|2|1
641|2932|1|1|2|1
642|3107|2|1|3|2
643|3161|2|1|3|2
644|2862|1|2|3|1
645|2492|1|2|3|1
646|2480|1|1|2|1
647|3235|1|2|3|1
648|2459|1|2|3|1
649|3543|2|2|4|2
650|2438|2|1|3|2
651|3055|2|1|3|2
652|2506|1|2|3|1
653|3286|2|2|4|2
654|3138|2|1|3|2
655|2473|1|2|3|1
656|2483|1|2|3|1
657|3879|2|2|4|2
658|2507|2|1|2|1
659|2518|1|1|2|1
660|3079|1|2|3|1
661|3216|2|1|3|2
662|3534|2|1|3|2
663|3113|1|2|3|1
664|2512|1|1|2|1
665|2546|1|2|2|0
666|2518|1|1|2|1
667|2447|0|2|2|0
668|2462|1|1|2|1
669|2571|0|2|2|0
670|2447|0|2|2|0
671|2508|1|2|3|1
672|2654|2|1|2|1
673|3157|2|1|3|2
674|2567|1|2|3|1
675|3067|2|1|3|2
676|3212|1|2|3|1
677|2519|1|1|2|1
